name,location,y,x,area
스카이베이 경포,강원 강릉시 해안로 476,37.8042634088987,128.90777951686002,강원
썬크루즈리조트엔호텔,강원 강릉시 강동면 헌화로 950-39,37.684061873346295,129.041904515544,강원
광안대교,부산 수영구 남천동,35.144008, 129.126807,부산
5.18 기념공원,광주 서구 내방로 152,35.1583053630715,126.857555924845,광주
광화문광장,서울 종로구 세종로 1-68,37.572432479800895,126.97690184592501,서울
남산서울타워,서울 용산구 용산동2가 산 1-3,37.5489431139548,126.989404159753,서울
엑스포과학공원 한빛탑,대전 유성구 대덕대로 480,36.376626341108,127.38719915966,대전
디아크문화관,대구 달성군 다사읍 강정본길 57 지하1층~3층,35.841163799221796,128.465056168119,대구
롯데월드타워,서울 송파구 올림픽로 300,37.51375196129529,127.10444689083499,서울
하늘공원 메타세콰이어길,서울 마포구 상암동 482-49,37.56629690362861,126.883421234833,서울
석굴암,경북 경주시 진현동 999,35.7950458434142,129.350393089149,경북
안압지,경북 경주시 인왕동 517,35.8344379,129.2264372,경북
부산타워,부산 중구 대청로116번길 13,35.1018190177033,129.032220362042,부산
소망우체통,울산 울주군 서생면 대송리 산 110-22,35.358767120491,129.36111911301,울산
롯데꿈동산 공중관람차,울산 남구 삼산로 288 롯데영플라자 7층,35.538923163327496,129.338750272732,울산
울산대교,울산 남구 장생포로 411,35.5099582531034,129.38514716777598,울산
워터폴리,경북 포항시 남구 송도동 378-438,36.03529973493679,129.380113254344,경북
인천차이나타운,인천 중구 북성동2가 14,37.4769725178586,126.617612513666,인천
트라이보울,인천 연수구 인천타워대로 250,37.39411412109929,126.63502941645599,인천
자갈치시장,부산 중구 자갈치해안로 52,35.0966137768508,129.030583690953,부산
독립기념관,충남 천안시 동남구 목천읍 독립기념관로 1,36.7818719998049,127.230398111736,충남
첨성대,경북 경주시 인왕동 910-30,35.8347227181229,129.219157529505,경북
호미곶,경북 포항시 남구 호미곶면 대보리,36.057872961567,129.561925628197,경북
